0x4340	line	Let's report it immediately.
0x4374	line	
0x43a8	line	
0x43f8	quest name	Lost Daughter
0x4428	client	Baron Victor
0x4448	line	My only daughter Equlea
0x447c	line	has disappeared! 
0x44b0	line	I am in a room at the inn,
0x44e4	line	so please come quickly!
0x4584	line	It seems Equlea was
0x45b8	line	interested in the weapon
0x45ec	line	shop. I'll ask the people
0x4620	line	there about it.
0x46c0	line	It seems Equlea left the
0x46f4	line	shop to "Look at the
0x4728	line	fish." I wonder if anyone
0x475c	line	saw her.
0x47fc	line	It seems like we missed
0x4830	line	each other. I'll try
0x4864	line	asking about it.
0x4898	line	
0x4938	line	The result of the fortune-
0x496c	line	telling was that she's no
0x49a0	line	longer on the island.
0x49d4	line	Does this mean...?
0x4a24	quest name	Lost Power
0x4a54	client	Guardian Algol
0x4a74	line	I want you to lend me your
0x4aa8	line	strength. I wait at the
0x4adc	line	Heimmel sanctum.
0x4b10	line	
0x4bb0	line	Algol's power is in three
0x4be4	line	light balls scattered across
0x4c18	line	the origin continent.
0x4c4c	line	Let's find them all!
0x4cec	line	According to the color
0x4d20	line	jewel, we've recovered all
0x4d54	line	of Algol's power. Let's
0x4d88	line	bring it to him.
0x4dd8	quest name	Employer Arbitrage
0x4e08	client	Norma
0x4e28	line	I want milady and the lady
0x4e5c	line	of the house to reconcile.
0x4e90	line	I'm waiting in front of
0x4ec4	line	the museum.
0x4f64	line	I'll try asking Mrs. Camelope
0x4f98	line	at the inn about her
0x4fcc	line	disagreement with Sasha.
0x5000	line	
0x50a0	line	I'll ask Sasha of the
0x50d4	line	general store about
0x5108	line	her disagreement with
0x513c	line	Mrs. Camelope.
0x51dc	line	An herb that calms the
0x5210	line	heart... Gio of Oltapia
0x5244	line	Temple may know
0x5278	line	something.
0x5318	line	If I had a Byakuda tree,
0x534c	line	something might happen.
0x5380	line	I'll search for it in summer
0x53b4	line	of "Wind Cutting Valley."
0x5454	line	Got the Byakuda tree.
0x5488	line	I'll bring it to Norma and
0x54bc	line	discuss meeting strategies.
0x54f0	line	
0x5540	quest name	Spirit's Request
0x5570	client	Heimmel Spirit
0x5590	line	×□ＴＬ＊√▽
0x55c4	line	∀∃↑◇☆―！
0x55f8	line	
0x562c	line	
0x56cc	line	It seems a ferocious monster
0x5700	line	has appeared. When we're
0x5734	line	ready, let's head to "Spring"
0x5768	line	of "Sacred Mountain."
0x5808	line	Defeated monster, "Lindblum!"
0x583c	line	Let's report it immediately.
0x5870	line	
0x58a4	line	
0x58f4	quest name	Finding Spirits
0x5924	client	Sage Nemeas
0x5944	line	I am very troubled with
0x5978	line	regard to my spirits.
0x59ac	line	I wait at the sanctum
0x59e0	line	in La Worg.
0x5a80	line	The other wardens may
0x5ab4	line	know the location of
0x5ae8	line	the spirits. Let's ask
0x5b1c	line	at each temple.
0x5bbc	line	It seems the presence of
0x5bf0	line	a spirit is in summer of
0x5c24	line	"Hermit's Path" in
0x5c58	line	Oltapia. Let's look there.
0x5cf8	line	It seems the presence of
0x5d2c	line	a spirit is in winter of
0x5d60	line	"Scrying Pool Caves" in
0x5d94	line	Rieseweld. Let's look there.
0x5e34	line	It seems the presence of
0x5e68	line	a spirit is in fall of
0x5e9c	line	"Wind Cutting Valley" in
0x5ed0	line	Heimmel. Let's look there.
0x5f70	line	We were able to find all
0x5fa4	line	of the spirits safely.
0x5fd8	line	Let's return to Nemeas.
0x600c	line	
0x605c	quest name	Search for Heir
0x608c	client	Mrs. Mensa
0x60ac	line	I want your help with
0x60e0	line	my important work.
0x6114	line	I'm waiting at the inn.
0x6148	line	
0x61e8	line	I'm asked to search for the
0x621c	line	animal Michey which cries,
0x6250	line	"Mishishi." He should be
0x6284	line	hiding in the village.
0x6324	line	Michey ran away. ...I
0x6358	line	wonder were he ran to.
0x638c	line	Is there anyone who
0x63c0	line	saw him?
0x6460	line	...He ran again. I'll
0x6494	line	search for him by asking
0x64c8	line	people. There might be
0x64fc	line	people indoors who saw.
0x659c	line	It seems Michey went to
0x65d0	line	<Terra>. I wonder where,
0x6604	line	exactly... Anyway, I'll
0x6638	line	try searching for him.
0x66d8	line	It seems Michey is in
0x670c	line	<La Worg>.
0x6740	line	I'll try searching in a season
0x6774	line	where he would come out.
0x6814	line	Found him in Winter of La
0x6848	line	Worg! But, he ran into
0x687c	line	"Ancient Reef." I wonder
0x68b0	line	where he's hiding...
0x6950	line	Found Michey safe.
0x6984	line	I'll bring him to
0x69b8	line	Mrs. Mensa.
0x69ec	line	
0x6a3c	quest name	Spirit's Request
0x6a6c	client	Heimmel Spirit
0x6a8c	line	×□ＴＬ＊√▽
0x6ac0	line	∀∃↑◇☆―！
0x6af4	line	
0x6b28	line	
0x6bc8	line	It seems a ferocious monster
0x6bfc	line	has appeared. When we're
0x6c30	line	ready, let's head to "Summer"
0x6c64	line	of "Hell Crater."
0x6d04	line	Defeated monster,
0x6d38	line	"Yakuto Duga!"
0x6d6c	line	Let's report it
0x6da0	line	immediately.
0x6df0	quest name	New Menu
0x6e20	client	Gruz
0x6e40	line	Especially now, I want to
0x6e74	line	treat everyone to my new
0x6ea8	line	menu. I want to borrow
0x6edc	line	your strength.
0x6f7c	line	Gruz needs
0x6fb0	line	3 fresh red meat,
0x6fe4	line	5 meat from the bone,
0x7018	line	and 2 olm shell.
0x7068	quest name	Terra Search
0x7098	client	Dr. Volans
0x70b8	line	There is something I want
0x70ec	line	to request of you, Nayuta.
0x7120	line	Allow me to explain at
0x7154	line	the museum.
0x71f4	line	I'll search for clues
0x7228	line	about the destruction
0x725c	line	of the surface in Star
0x7290	line	Capital Lexendria.
0x7330	line	I'll search for tablets in
0x7364	line	Star Capital Lexendria. We
0x7398	line	may understand something
0x73cc	line	about surface destruction.
0x746c	line	Collected recordings of each
0x74a0	line	tablet with ancient letters.
0x74d4	line	I'll check the contents
0x7508	line	together with Dr. Volans.
0x7558	quest name	Unopened Box
0x7588	client	Orvus
0x75a8	line	There is something I need
0x75dc	line	your help with, Nayuta.
0x7610	line	I'll be waiting on the
0x7644	line	beach.
0x76e4	line	On each continent where the
0x7718	line	wardens were sealed...There
0x774c	line	may be some clue there.
0x7780	line	"Each season in order."
0x7820	line	The locks were finally
0x7854	line	released. I'll check the
0x7888	line	contents with Master
0x78bc	line	Orvus.
0x790c	quest name	Ancestor Offering
0x793c	client	Elder Serpent
0x795c	line	I want to entrust you with
0x7990	line	an important role in the
0x79c4	line	"Star Festival" that will
0x79f8	line	be held soon.
0x7a98	line	I'll ask at Farmer Sculp's
0x7acc	line	house regarding the
0x7b00	line	offering.
0x7b34	line	
0x7bd4	line	I'll ask at Fisherman
0x7c08	line	Axe's house regarding
0x7c3c	line	the offering.
0x7c70	line	
0x7d10	line	I'll ask Trader Antlia
0x7d44	line	about his offering of
0x7d78	line	flowers for "Repose
0x7dac	line	of the Soul."
0x7e4c	line	I'll search for pure white
0x7e80	line	"Fiona Flowers." Perhaps
0x7eb4	line	they are those flowers I
0x7ee8	line	see quite often.
0x7f88	line	Assembled all the
0x7fbc	line	offerings. I'll bring
0x7ff0	line	them to the Elder.
0x8024	line	
0x8074	quest name	Crush the 4 Idols
0x80a4	client	Noi
0x80c4	line	It seems the idols of each
0x80f8	line	continent have revived with
0x812c	line	strong powers. Let's
0x8160	line	defeat them together!
0x8200	line	Let's defeat the revived
0x8234	line	idol at Oltapia Temple!
0x8268	line	
0x829c	line	
0x833c	line	Let's defeat the revived
0x8370	line	idol at Rieseweld Temple!
0x83a4	line	
0x83d8	line	
0x8478	line	Let's defeat the revived
0x84ac	line	idol at Heimmel Temple!
0x84e0	line	
0x8514	line	
0x85b4	line	Let's defeat the revived
0x85e8	line	idol at La Worg Temple!
0x861c	line	
0x8650	line	
